Date,avg_sentiment_score,count_news,mode_sentiment,Close,High,Low,Open,Volume,Return,Target,Return_lag1,Volume_lag1,Return_lag2,Volume_lag2,Return_lag3,Volume_lag3,Return_lag4,Volume_lag4,Return_lag5,Volume_lag5,SMA_10,EMA_10,RSI_14,MACD,MACD_signal,BB_High,BB_Low,ATR_14
3/5/2008,0.9997671246528625,1.0,Neutral,1333.699951,1344.189941,1320.219971,1327.689941,4277710000,0.005238327491991823,0,-0.0034476287929600113,4757180000.0,0.0005335525257450513,4117570000.0,-0.027089704855781993,4426730000.0,-0.008941874625847834,3938580000.0,-0.0009194441168340894,3904700000.0,1351.8850097999998,1345.6609701171617,42.779721431177244,-8.339228202756658,-6.9667273266250485,1382.9656725432678,1314.6703380567324,25.711509986498708
3/6/2008,0.0,0.0,Neutral,1304.339966,1332.199951,1303.420044,1332.199951,4323460000,-0.022013935726687306,0,0.005238327491991823,4277710000.0,-0.0034476287929600113,4757180000.0,0.0005335525257450513,4117570000.0,-0.027089704855781993,4426730000.0,-0.008941874625847834,3938580000.0,1348.0660035,1338.1480602776778,35.985558536460815,-11.13576833116781,-7.800535527533601,1385.8801348622653,1309.5448772377347,26.037824058891662
3/7/2008,0.9990443289279938,2.0,Negative,1293.369995,1313.23999,1282.430054,1301.530029,4565410000,-0.008410361781400755,0,-0.022013935726687306,4323460000.0,0.005238327491991823,4277710000.0,-0.0034476287929600113,4757180000.0,0.0005335525257450513,4117570000.0,-0.027089704855781993,4426730000.0,1342.0920044999998,1330.0065938635546,33.8240453733776,-14.074983858200312,-9.055425193666943,1390.313775171529,1300.757233028471,26.378689197542265
3/10/2008,0.999359667301178,1.0,Negative,1273.369995,1295.01001,1272.660034,1293.160034,4261240000,-0.015463479187948881,1,-0.008410361781400755,4565410000.0,-0.022013935726687306,4323460000.0,0.005238327491991823,4277710000.0,-0.0034476287929600113,4757180000.0,0.0005335525257450513,4117570000.0,1332.2489991,1319.7090304338174,30.25585316762769,-17.81283096504103,-10.806906347941762,1397.1604311908245,1288.1185726091753,26.090923969146388
3/11/2008,0.6467519402503967,1.0,Neutral,1320.650024,1320.650024,1274.400024,1274.400024,5109080000,0.037129843789039496,0,-0.015463479187948881,4261240000.0,-0.008410361781400755,4565410000.0,-0.022013935726687306,4323460000.0,0.005238327491991823,4277710000.0,-0.0034476287929600113,4757180000.0,1326.1849976,1319.8801201731233,45.021380036981704,-16.766722185898743,-11.998869515533158,1397.063138280271,1286.3678674197292,27.604431471350217
3/12/2008,0.0,0.0,Neutral,1308.77002,1333.26001,1307.859985,1321.130005,4414280000,-0.008995573228415044,1,0.037129843789039496,5109080000.0,-0.015463479187948881,4261240000.0,-0.008410361781400755,4565410000.0,-0.022013935726687306,4323460000.0,0.005238327491991823,4277710000.0,1319.0599976,1317.860101959828,42.58193992259443,-16.70374016023584,-12.939843644473696,1396.7562580203396,1282.6657511796604,27.446973866253767
3/13/2008,0.0,0.0,Neutral,1315.47998,1321.680054,1282.109985,1305.26001,5073360000,0.00512692061818476,0,-0.008995573228415044,4414280000.0,0.037129843789039496,5109080000.0,-0.015463479187948881,4261240000.0,-0.008410361781400755,4565410000.0,-0.022013935726687306,4323460000.0,1313.8399902,1317.4273525125864,44.413939141444516,-15.928771790724795,-13.537629273723915,1393.6363717239597,1280.6126393760405,28.312909232949917
3/14/2008,0.0,0.0,Neutral,1288.140015,1321.469971,1274.859985,1316.050049,5153780000,-0.02078326193911373,0,0.00512692061818476,5073360000.0,-0.008995573228415044,4414280000.0,0.037129843789039496,5109080000.0,-0.015463479187948881,4261240000.0,-0.008410361781400755,4565410000.0,1309.5909912000002,1312.1023820557523,38.9594697106216,-17.321044244347604,-14.294312267848655,1394.1640731164123,1274.012940983588,29.619843287739204
3/17/2008,0.0,0.0,Neutral,1276.599976,1287.5,1256.97998,1283.209961,5683010000,-0.008958683734392014,1,-0.02078326193911373,5153780000.0,0.00512692061818476,5073360000.0,-0.008995573228415044,4414280000.0,0.037129843789039496,5109080000.0,-0.015463479187948881,4261240000.0,1304.1169922,1305.6473991365247,36.89955897900929,-19.135038089842965,-15.262457432247519,1394.9606789740203,1265.8773337259797,29.729856981472107
3/18/2008,0.9939029812812805,1.0,Neutral,1330.73999,1330.73999,1277.160034,1277.160034,5335630000,0.042409537065509095,0,-0.008958683734392014,5683010000.0,-0.02078326193911373,5153780000.0,0.00512692061818476,5073360000.0,-0.008995573228415044,4414280000.0,0.037129843789039496,5109080000.0,1304.5159912,1310.2096883844292,50.202282644974524,-16.019333711358286,-15.413832688069673,1393.5089433500345,1265.5250654499657,31.473439625652674
3/19/2008,0.0,0.0,Neutral,1298.420044,1341.51001,1298.420044,1330.969971,5358550000,-0.024287198282814115,1,0.042409537065509095,5335630000.0,-0.008958683734392014,5683010000.0,-0.02078326193911373,5153780000.0,0.00512692061818476,5073360000.0,-0.008995573228415044,4414280000.0,1300.9880005,1308.0661166781692,44.21032385943669,-15.973927583356271,-15.525851667126995,1390.1876275185023,1262.685382781498,32.30319150953462
3/20/2008,0.0,0.0,Neutral,1329.51001,1330.670044,1295.219971,1299.670044,6145220000,0.023944459378663074,1,-0.024287198282814115,5358550000.0,0.042409537065509095,5335630000.0,-0.008958683734392014,5683010000.0,-0.02078326193911373,5153780000.0,0.00512692061818476,5073360000.0,1303.5050049,1311.9650063730473,50.34941431943395,-13.276202673002672,-15.075921868302132,1389.1305859248396,1262.4404224751602,32.527968758853575
3/24/2008,0.0,0.0,Neutral,1349.880005,1359.680054,1330.290039,1330.290039,4499000000,0.0153214303365794,1,0.023944459378663074,6145220000.0,-0.024287198282814115,5358550000.0,0.042409537065509095,5335630000.0,-0.008958683734392014,5683010000.0,-0.02078326193911373,5153780000.0,1309.1560058999999,1318.8586424870387,53.92670952938102,-9.386347912207384,-13.938007077083183,1388.705528600921,1262.542481799079,32.35954556179261
3/25/2008,0.0,0.0,Neutral,1352.98999,1357.469971,1341.209961,1349.069946,4145120000,0.0023038973749374136,0,0.0153214303365794,4499000000.0,0.023944459378663074,6145220000.0,-0.024287198282814115,5358550000.0,0.042409537065509095,5335630000.0,-0.008958683734392014,5683010000.0,1317.1180054000001,1325.0643420348497,54.466117234213144,-5.983684006601834,-12.347142462986913,1385.5035189549958,1263.863485545004,31.209578735950277
3/26/2008,0.0,0.0,Neutral,1341.130005,1352.449951,1336.410034,1352.449951,4055670000,-0.008765759604769885,0,0.0023038973749374136,4145120000.0,0.0153214303365794,4499000000.0,0.023944459378663074,6145220000.0,-0.024287198282814115,5358550000.0,0.042409537065509095,5335630000.0,1319.1660035,1327.9853716648768,51.96744215268734,-4.195684775639393,-10.71685092551741,1378.3188616873585,1267.0321394126413,30.164605683382405
3/27/2008,0.999970555305481,1.0,Negative,1325.76001,1345.619995,1325.660034,1340.339966,4037930000,-0.011460481044117676,0,-0.008765759604769885,4055670000.0,0.0023038973749374136,4145120000.0,0.0153214303365794,4499000000.0,0.023944459378663074,6145220000.0,-0.024287198282814115,5358550000.0,1320.8650025000002,1327.5807604530808,48.84037891649117,-3.97311307302607,-9.36810335501914,1369.0640907506042,1270.8609093493958,29.435702491712238
3/28/2008,0.0,0.0,Neutral,1315.219971,1334.869995,1312.949951,1327.02002,3686980000,-0.007950186248263713,1,-0.011460481044117676,4037930000.0,-0.008765759604769885,4055670000.0,0.0023038973749374136,4145120000.0,0.0153214303365794,4499000000.0,0.023944459378663074,6145220000.0,1320.8390015999998,1325.3333441888842,46.762335161549345,-4.59425672399243,-8.4133340288138,1361.3002844690168,1273.3787073309832,28.898869742304218
3/31/2008,0.0,0.0,Neutral,1322.699951,1328.52002,1312.810059,1315.920044,4188990000,0.005687246365573939,1,-0.007950186248263713,3686980000.0,-0.011460481044117676,4037930000.0,-0.008765759604769885,4055670000.0,0.0023038973749374136,4145120000.0,0.0153214303365794,4499000000.0,1324.2949952,1324.854545427269,48.43897622027057,-4.43185796934813,-7.617038816920666,1360.5588325636274,1273.3271538363726,27.956804832139632
4/1/2008,0.0,0.0,Neutral,1370.180054,1370.180054,1326.410034,1326.410034,4745120000,0.035896351976201,0,0.005687246365573939,4188990000.0,-0.007950186248263713,3686980000.0,-0.011460481044117676,4037930000.0,-0.008765759604769885,4055670000.0,0.0023038973749374136,4145120000.0,1333.653003,1333.0955469859473,57.572951278405704,-0.4665304097909484,-6.186937135494723,1368.003612018559,1269.7663831814414,29.351326129843933
4/2/2008,0.9708686470985413,1.0,Positive,1367.530029,1377.949951,1361.550049,1369.959961,4320440000,-0.001934070629815099,1,0.035896351976201,4745120000.0,0.005687246365573939,4188990000.0,-0.007950186248263713,3686980000.0,-0.011460481044117676,4037930000.0,-0.008765759604769885,4055670000.0,1337.3320069000001,1339.3563618975932,56.966382664957045,2.434126286839728,-4.462724451027833,1374.3740162452978,1267.4739818547023,28.426224406283662
4/3/2008,0.0,0.0,Neutral,1369.310059,1375.660034,1358.680054,1365.689941,3920100000,0.0013016386933026869,1,-0.001934070629815099,4320440000.0,0.035896351976201,4745120000.0,0.005687246365573939,4188990000.0,-0.007950186248263713,3686980000.0,-0.011460481044117676,4037930000.0,1344.4210084000001,1344.8024886434853,57.291869953331435,4.82097792907939,-2.6059839750063887,1379.9742234130886,1265.434785486911,27.608635520120547
4/4/2008,0.0,0.0,Neutral,1370.400024,1380.910034,1362.829956,1369.849976,3703100000,0.0007959957592045264,1,0.0013016386933026869,3920100000.0,-0.001934070629815099,4320440000.0,0.035896351976201,4745120000.0,0.005687246365573939,4188990000.0,-0.007950186248263713,3686980000.0,1348.5100097999998,1349.4565859810332,57.50382605513776,6.723027245032654,-0.7401817309985803,1386.2047054576701,1265.8103092423298,26.928024268683362
4/7/2008,0.9999332427978516,1.0,Neutral,1372.540039,1386.73999,1369.02002,1373.689941,3747780000,0.0015615987759205474,0,0.0007959957592045264,3703100000.0,0.0013016386933026869,3920100000.0,-0.001934070629815099,4320440000.0,0.035896351976201,4745120000.0,0.005687246365573939,4188990000.0,1350.7760132,1353.653577439027,57.94513281625927,8.307334575252298,1.0693215302515955,1391.4561515177722,1268.4758675822275,26.27030610663456
4/8/2008,0.0,0.0,Neutral,1365.540039,1370.160034,1360.619995,1370.160034,3602500000,-0.005100033369591195,0,0.0015615987759205474,3747780000.0,0.0007959957592045264,3703100000.0,0.0013016386933026869,3920100000.0,-0.001934070629815099,4320440000.0,0.035896351976201,4745120000.0,1352.0310181,1355.8147522682948,55.90024100234952,8.895525964167746,2.6345624170348256,1392.0946380605385,1277.0543854394616,25.245287384732087
4/9/2008,0.0,0.0,Neutral,1354.48999,1368.390015,1349.969971,1365.5,3556670000,-0.008092072502020486,1,-0.005100033369591195,3602500000.0,0.0015615987759205474,3747780000.0,0.0007959957592045264,3703100000.0,0.0013016386933026869,3920100000.0,-0.001934070629815099,4320440000.0,1353.3670166,1355.573886401332,52.73639965203705,8.373500767857422,3.782350087199345,1394.038999011068,1278.4940210889317,24.757770000108366
4/10/2008,0.0,0.0,Neutral,1360.550049,1367.23999,1350.109985,1355.369995,3686150000,0.004474052259330508,0,-0.008092072502020486,3556670000.0,-0.005100033369591195,3602500000.0,0.0015615987759205474,3747780000.0,0.0007959957592045264,3703100000.0,0.0013016386933026869,3920100000.0,1356.8460205,1356.4786432374533,54.265180791367314,8.352505667980495,4.696381203355576,1396.105624395064,1281.6053986049358,24.212929642957768
4/11/2008,0.0,0.0,Neutral,1332.829956,1357.97998,1331.209961,1357.97998,3723790000,-0.020374181030954452,0,0.004474052259330508,3686150000.0,-0.008092072502020486,3556670000.0,-0.005100033369591195,3602500000.0,0.0015615987759205474,3747780000.0,0.0007959957592045264,3703100000.0,1358.6070189999998,1352.1788819215526,46.8070158674233,6.02958179579241,4.963021321842943,1396.0483472191947,1283.3976733808051,24.579155239889353
4/14/2008,0.0,0.0,Neutral,1328.319946,1335.640015,1326.160034,1332.199951,3565020000,-0.0033837849904987394,1,-0.020374181030954452,3723790000.0,0.004474052259330508,3686150000.0,-0.008092072502020486,3556670000.0,-0.005100033369591195,3602500000.0,0.0015615987759205474,3747780000.0,1359.1690185000002,1347.8408935721793,45.70635179211675,3.781141134724294,4.726645284419213,1393.21252942671,1290.2514842732896,23.500642794182966
4/15/2008,0.0,0.0,Neutral,1334.430054,1337.719971,1324.349976,1331.719971,3581230000,0.004599876722772622,1,-0.0033837849904987394,3565020000.0,-0.020374181030954452,3723790000.0,0.004474052259330508,3686150000.0,-0.008092072502020486,3556670000.0,-0.005100033369591195,3602500000.0,1355.5940185,1345.4025591045104,47.50729034215057,2.4638684215260582,4.274089911840582,1386.8020413089462,1302.4449801910541,22.777025094598468
4/16/2008,0.9999806880950928,2.0,Neutral,1364.709961,1365.48999,1337.02002,1337.02002,4260370000,0.022691265764912094,1,0.004599876722772622,3581230000.0,-0.0033837849904987394,3565020000.0,-0.020374181030954452,3723790000.0,0.004474052259330508,3686150000.0,-0.008092072502020486,3556670000.0,1355.3120116999999,1348.9129958127812,55.40229999412933,3.819230034587008,4.183117936389867,1388.8617732610346,1303.7822453389654,23.36866158784144
4/17/2008,0.0,0.0,Neutral,1365.560059,1368.599976,1357.25,1363.369995,3713880000,0.0006229147762482068,1,0.022691265764912094,4260370000.0,0.004599876722772622,3581230000.0,-0.0033837849904987394,3565020000.0,-0.020374181030954452,3723790000.0,0.004474052259330508,3686150000.0,1354.9370116999999,1351.9397345740936,55.60418073476265,4.905413132744798,4.327576975660854,1386.8227114951974,1312.5353086048026,22.510184045852764
4/18/2008,0.0,0.0,Neutral,1390.329956,1395.900024,1369.0,1369.0,4222380000,0.01813900226266063,0,0.0006229147762482068,3713880000.0,0.022691265764912094,4260370000.0,0.004599876722772622,3581230000.0,-0.0033837849904987394,3565020000.0,-0.020374181030954452,3723790000.0,1356.9300049,1358.9197748333493,61.12599287282471,7.676455342039162,4.997352648936515,1392.617451722517,1312.8225629774827,23.069454114006145
4/21/2008,0.0,0.0,Neutral,1388.170044,1390.22998,1379.25,1387.719971,3420570000,-0.0015535247519331552,0,0.01813900226266063,4222380000.0,0.0006229147762482068,3713880000.0,0.022691265764912094,4260370000.0,0.004599876722772622,3581230000.0,-0.0033837849904987394,3565020000.0,1358.4930054000001,1364.238005590922,60.42029479860378,9.587718163087402,5.915425751766692,1397.3764406276734,1311.8925779723265,22.213061391577135
4/22/2008,0.9996362924575806,1.0,Neutral,1375.939941,1386.430054,1369.839966,1386.430054,3821900000,-0.008810234058040156,1,-0.0015535247519331552,3420570000.0,0.01813900226266063,4222380000.0,0.0006229147762482068,3713880000.0,0.022691265764912094,4260370000.0,0.004599876722772622,3581230000.0,1359.5329956,1366.3656302107543,56.446471552055314,10.000263801651045,6.732393361743563,1399.5067033766722,1312.0573103233278,21.93570543503591
4/23/2008,0.9999935626983643,1.0,Negative,1379.930054,1387.869995,1372.23999,1378.400024,4103610000,0.002899917998673729,1,-0.008810234058040156,3821900000.0,-0.0015535247519331552,3420570000.0,0.01813900226266063,4222380000.0,0.0006229147762482068,3713880000.0,0.022691265764912094,4260370000.0,1362.077002,1368.8318890815262,57.43018195425447,10.527819811333075,7.491478651661466,1402.1121439350154,1313.3318746649848,21.48529826110477
4/24/2008,0.9999992847442627,1.0,Negative,1388.819946,1397.719971,1371.089966,1380.52002,4461660000,0.006442277254728346,1,0.002899917998673729,4103610000.0,-0.008810234058040156,3821900000.0,-0.0015535247519331552,3420570000.0,0.01813900226266063,4222380000.0,0.0006229147762482068,3713880000.0,1364.9039917,1372.4660812485215,59.618556868836905,11.530337188590238,8.299250359047221,1404.690767546999,1317.059244653001,21.852777313883
4/25/2008,0.9999980926513672,1.0,Neutral,1397.839966,1399.109985,1379.97998,1387.880005,3891150000,0.006494736791460065,0,0.006442277254728346,4461660000.0,0.002899917998673729,4103610000.0,-0.008810234058040156,3821900000.0,-0.0015535247519331552,3420570000.0,0.01813900226266063,4222380000.0,1371.4049927,1377.0795148396994,61.76620458649573,12.903931177169397,9.220186522671657,1406.333545354882,1323.678466345118,21.65829357717707
4/28/2008,0.0,0.0,Neutral,1396.369995,1402.900024,1394.400024,1397.959961,3607000000,-0.0010516017825749069,0,0.006494736791460065,3891150000.0,0.006442277254728346,4461660000.0,0.002899917998673729,4103610000.0,-0.008810234058040156,3821900000.0,-0.0015535247519331552,3420570000.0,1378.2099976,1380.586874868845,61.195011190373805,13.71579281292611,10.119307780722547,1407.3220367710655,1330.0569793289342,20.718415464521566
4/29/2008,0.0,0.0,Neutral,1390.939941,1397.0,1386.699951,1395.609985,3815320000,-0.0038886928388918163,0,-0.0010516017825749069,3607000000.0,0.006494736791460065,3891150000.0,0.006442277254728346,4461660000.0,0.002899917998673729,4103610000.0,-0.008810234058040156,3821900000.0,1383.8609863000001,1382.4692505290548,59.023619530422394,13.762394712018704,10.84792516698178,1409.5613391992351,1329.8936656007645,19.97424643134145
4/30/2008,0.0,0.0,Neutral,1385.589966,1404.569946,1384.25,1391.219971,4508890000,-0.0038463019446790536,1,-0.0038886928388918163,3815320000.0,-0.0010516017825749069,3607000000.0,0.006494736791460065,3891150000.0,0.006442277254728346,4461660000.0,0.002899917998673729,4103610000.0,1385.9489868,1383.0366533419538,56.88206190487269,13.215291131968343,11.321398359979092,1411.0387993049046,1330.2221991950958,19.99893925767421
5/1/2008,0.0,0.0,Neutral,1409.339966,1410.069946,1383.069946,1385.969971,4448780000,0.017140713041220224,1,-0.0038463019446790536,4508890000.0,-0.0038886928388918163,3815320000.0,-0.0010516017825749069,3607000000.0,0.006494736791460065,3891150000.0,0.006442277254728346,4461660000.0,1390.3269775,1387.8190738252347,63.25573814003165,14.530634012191513,11.963245490421578,1416.4057610532766,1328.8582281467236,20.499015024983198
5/2/2008,0.0,0.0,Neutral,1413.900024,1422.719971,1406.25,1409.160034,3953030000,0.0032355983013399037,0,0.017140713041220224,4448780000.0,-0.0038463019446790536,4508890000.0,-0.0038886928388918163,3815320000.0,-0.0010516017825749069,3607000000.0,0.006494736791460065,3891150000.0,1392.6839843,1392.561064766101,64.34551508737357,15.759347345560855,12.722465861449434,1422.1021723781414,1327.5118168218587,20.211226166055827
5/5/2008,0.9498466849327087,1.0,Neutral,1407.48999,1415.339966,1404.369995,1415.339966,3410090000,-0.004533583627692184,1,0.0032355983013399037,3953030000.0,0.017140713041220224,4448780000.0,-0.0038463019446790536,4508890000.0,-0.0038886928388918163,3815320000.0,-0.0010516017825749069,3607000000.0,1394.6159788999998,1395.2754148086278,61.58069226312215,16.031079041555586,13.384188497470666,1425.9227681016855,1327.1862161983145,19.551136511337553
5/6/2008,0.9887941479682922,1.0,Positive,1418.26001,1421.569946,1397.099976,1405.599976,3924100000,0.007651933638263442,0,-0.004533583627692184,3410090000.0,0.0032355983013399037,3953030000.0,0.017140713041220224,4448780000.0,-0.0038463019446790536,4508890000.0,-0.0038886928388918163,3815320000.0,1398.8479858,1399.45443211615,64.35223861633479,16.920430780109655,14.091436953998464,1431.4689673917323,1326.9120140082678,19.902481760527735
5/7/2008,0.7095642685890198,1.0,Neutral,1392.569946,1419.540039,1391.160034,1417.48999,4075860000,-0.01811379000949187,1,0.007651933638263442,3924100000.0,-0.004533583627692184,3410090000.0,0.0032355983013399037,3953030000.0,0.017140713041220224,4448780000.0,-0.0038463019446790536,4508890000.0,1400.111975,1398.202707367759,54.29134470516758,15.375041073505145,14.3481577778998,1432.4006022933595,1329.7883747066403,20.508019134775754
5/8/2008,0.9999539852142334,1.0,Negative,1397.680054,1402.349976,1389.390015,1394.290039,3827550000,0.003669552121728703,0,-0.01811379000949187,4075860000.0,0.007651933638263442,3924100000.0,-0.004533583627692184,3410090000.0,0.0032355983013399037,3953030000.0,0.017140713041220224,4448780000.0,1400.9979858000002,1398.107679482712,55.77254713106439,14.39669546208006,14.357865314735854,1433.8345060967922,1332.067471403208,19.968872125148916
5/9/2008,0.0,0.0,Neutral,1388.280029,1394.900024,1384.109985,1394.900024,3518620000,-0.006725448340697215,1,0.003669552121728703,3827550000.0,-0.01811379000949187,4075860000.0,0.007651933638263442,3924100000.0,-0.004533583627692184,3410090000.0,0.0032355983013399037,3953030000.0,1400.0419920999998,1396.3208339404005,52.40821436229729,12.716260917948375,14.029544435378359,1431.1287936415524,1340.3181911584475,19.511814759066844
5/12/2008,0.9919266303380331,3.0,Negative,1403.579956,1404.060059,1386.199951,1389.400024,3370630000,0.011020778719276647,0,-0.006725448340697215,3518620000.0,0.003669552121728703,3827550000.0,-0.01811379000949187,4075860000.0,0.007651933638263442,3924100000.0,-0.004533583627692184,3410090000.0,1400.7629882,1397.6406743148732,56.95918455210478,12.475273489720621,13.718690246246812,1427.0329697038808,1351.9400160961193,19.39383570484777
5/13/2008,0.0,0.0,Neutral,1403.040039,1406.300049,1396.26001,1404.400024,4018590000,-0.0003846713524883194,1,0.011020778719276647,3370630000.0,-0.006725448340697215,3518620000.0,0.003669552121728703,3827550000.0,-0.01811379000949187,4075860000.0,0.007651933638263442,3924100000.0,1401.972998,1398.6223769848962,56.75293990702019,12.101227014730284,13.395197599943506,1421.080124956462,1364.753859343538,18.725707368787216
5/14/2008,0.0,0.0,Neutral,1408.660034,1420.189941,1405.650024,1405.650024,3979370000,0.004005584191314693,1,-0.0003846713524883194,4018590000.0,0.011020778719276647,3370630000.0,-0.006725448340697215,3518620000.0,0.003669552121728703,3827550000.0,-0.01811379000949187,4075860000.0,1404.2800048000001,1400.447405533097,58.439841408922796,12.118583628174065,13.139874805589619,1420.8882675920004,1369.3407240079996,18.613149842445278
5/15/2008,0.0,0.0,Neutral,1423.569946,1424.400024,1406.869995,1408.359985,3836480000,0.010584464413079253,1,0.004005584191314693,3979370000.0,-0.0003846713524883194,4018590000.0,0.011020778719276647,3370630000.0,-0.006725448340697215,3518620000.0,0.003669552121728703,3827550000.0,1405.7030028000001,1404.6515037998065,62.607062592345954,13.18347328681898,13.148594501835491,1422.8722913871106,1373.1576889128892,18.535784067984903
5/16/2008,0.9883434772491455,1.0,Negative,1425.349976,1425.819946,1414.349976,1423.890015,3842590000,0.001250398693089405,1,0.010584464413079253,3836480000.0,0.004005584191314693,3979370000.0,-0.0003846713524883194,4018590000.0,0.011020778719276647,3370630000.0,-0.006725448340697215,3518620000.0,1406.847998,1408.4148623816598,63.082981436201045,14.009546229782018,13.320784847424799,1427.0285982720466,1372.5033840279534,18.031083063128843
5/19/2008,0.0,0.0,Neutral,1426.630005,1440.23999,1421.630005,1425.280029,3683970000,0.0008980454074809519,0,0.001250398693089405,3842590000.0,0.010584464413079253,3836480000.0,0.004005584191314693,3979370000.0,-0.0003846713524883194,4018590000.0,0.011020778719276647,3370630000.0,1408.7619995,1411.7267064940852,63.443300686732414,14.599212002988907,13.576470278537622,1430.7733477292045,1372.6046306707954,18.072433201476787
5/20/2008,0.0,0.0,Neutral,1413.400024,1424.48999,1409.089966,1424.48999,3854320000,-0.009273589475639832,0,0.0008980454074809519,3683970000.0,0.001250398693089405,3842590000.0,0.010584464413079253,3836480000.0,0.004005584191314693,3979370000.0,-0.0003846713524883194,4018590000.0,1408.2760008999999,1412.0309460406152,57.22630397307543,13.839444970567456,13.629065216943589,1430.5192614506036,1376.6047252493963,18.034405044228443
